territory,rental_area,au_name,au2001
Taupo ,Rural Taupo,Rangatira,541318
Taupo ,Rural Taupo,Marotiri,541320
Taupo ,Rural Taupo,Oruanui,541331
Taupo ,Rural Taupo,Rangitaiki,541342
Taupo ,Rural Taupo,Iwitahi,541343
Taupo ,Rural Taupo,Rangipo,541501
Taupo ,Rural Taupo,Te More,541502
Taupo ,Rural Taupo,Taharua,541503
Taupo ,Taupo Central/Tauhara,Central Taupo,541720
Taupo ,Taupo Central/Tauhara,Tauhara,541730
Taupo ,Taupo West/Taupo South,Acacia Bay,541311
Taupo ,Taupo West/Taupo South,Wharewaka,541316
Taupo ,Taupo West/Taupo South,Rangatira Park,541317
Taupo ,Taupo West/Taupo South,Lakewood,541319
Taupo ,Taupo West/Taupo South,Nukuhau,541710
Taupo ,Taupo West/Taupo South,Hilltop,541740
Taupo ,Taupo West/Taupo South,Waipahihi,541750
Taupo ,Taupo West/Taupo South,Richmond Heights,541760
Tauranga ,Bethlehem/Otumoetai,Bethlehem East,536513
Tauranga ,Bethlehem/Otumoetai,Bethlehem,536514
Tauranga ,Bethlehem/Otumoetai,Matua,537000
Tauranga ,Bethlehem/Otumoetai,Bellevue,537100
Tauranga ,Bethlehem/Otumoetai,Otumoetai North,537201
Tauranga ,Bethlehem/Otumoetai,Otumoetai South,537202
Tauranga ,Bethlehem/Otumoetai,Brookfield,537301
Tauranga ,Mt Maunganui,Matapihi,536505
Tauranga ,Mt Maunganui,Mt Maunganui North,536810
Tauranga ,Mt Maunganui,Omanu,536820
Tauranga ,Mt Maunganui,Arataki,536831
Tauranga ,Mt Maunganui,Te Maunga,536832
Tauranga ,Papamoa Beach,Papamoa Beach East,536200
Tauranga ,Papamoa Beach,Papamoa Beach West,536511
Tauranga ,Pyes Pa/Hairini/Welcome Bay,Kairua,536512
Tauranga ,Pyes Pa/Hairini/Welcome Bay,Pyes Pa,537602
Tauranga ,Pyes Pa/Hairini/Welcome Bay,Hairini,537900
Tauranga ,Pyes Pa/Hairini/Welcome Bay,Maungatapu,538000
Tauranga ,Pyes Pa/Hairini/Welcome Bay,Welcome Bay,538300
Tauranga ,Tauranga Central/Greerton,Te Reti,537302
Tauranga ,Tauranga Central/Greerton,Judea,537400
Tauranga ,Tauranga Central/Greerton,Gate Pa,537500
Tauranga ,Tauranga Central/Greerton,Greerton,537601
Tauranga ,Tauranga Central/Greerton,Yatton Park,537700
Tauranga ,Tauranga Central/Greerton,Poike,537800
Tauranga ,Tauranga Central/Greerton,Tauranga Hospital,538101
Tauranga ,Tauranga Central/Greerton,Tauranga South,538102
Tauranga ,Tauranga Central/Greerton,Tauranga Central,538201
Thames/Coromandel ,Thames/Coromandel,Whitianga,533000
Thames/Coromandel ,Thames/Coromandel,Coromandel,533100
Thames/Coromandel ,Thames/Coromandel,Te Rerenga,533200
Thames/Coromandel ,Thames/Coromandel,Whangamata,533300
Thames/Coromandel ,Thames/Coromandel,Tairua,533400
Thames/Coromandel ,Thames/Coromandel,Moanataiari,533501
Thames/Coromandel ,Thames/Coromandel,Parawai,533502
Thames/Coromandel ,Thames/Coromandel,Pauanui Beach,533602
Thames/Coromandel ,Thames/Coromandel,Hikuai,533603
Thames/Coromandel ,Thames/Coromandel,Te Puru-Thornton Bay,533604
Timaru ,Rural Timaru/Temuka/Geraldine,Winchester,598000
Timaru ,Rural Timaru/Temuka/Geraldine,Fairview-Scarborough,598201
Timaru ,Rural Timaru/Temuka/Geraldine,Otipua Creek-Washdyke Flat,598202
Timaru ,Rural Timaru/Temuka/Geraldine,Ben Mcleod,598311
Timaru ,Rural Timaru/Temuka/Geraldine,Orari,598312
Timaru ,Rural Timaru/Temuka/Geraldine,Levels,598313
Timaru ,Rural Timaru/Temuka/Geraldine,Pareora,598314
Timaru ,Rural Timaru/Temuka/Geraldine,Pleasant Point,598320
Timaru ,Rural Timaru/Temuka/Geraldine,Geraldine,598500
Timaru ,Rural Timaru/Temuka/Geraldine,Temuka,598600
Timaru ,Timaru Township,Washdyke,598700
Timaru ,Timaru Township,Waimataitai,598800
Timaru ,Timaru Township,Marchwiel,598900
Timaru ,Timaru Township,Maori Park,599000
Timaru ,Timaru Township,Highfield,599100
Timaru ,Timaru Township,Glenwood,599200
Timaru ,Timaru Township,Gleniti,599300
Timaru ,Timaru Township,Fraser Park,599400
Timaru ,Timaru Township,Seaview,599500
Timaru ,Timaru Township,Watlington,599600
Timaru ,Timaru Township,Parkside,599700
Timaru ,Timaru Township,Timaru Gardens,599800
Timaru ,Timaru Township,Redruth,599900
Upper Hutt ,Heretaunga/Silverstream,Heretaunga Park,564510
Upper Hutt ,Heretaunga/Silverstream,Trentham South,564520
Upper Hutt ,Heretaunga/Silverstream,Pinehaven,564530
Upper Hutt ,Heretaunga/Silverstream,Nabhra,564600
Upper Hutt ,Heretaunga/Silverstream,Heretaunga-Silverstream,567800
Upper Hutt ,Heretaunga/Silverstream,Mangaroa,567902
Upper Hutt ,Totara Park/Maoribank/Te Marua,Te Marua,566500
Upper Hutt ,Totara Park/Maoribank/Te Marua,Akatarawa,566610
Upper Hutt ,Totara Park/Maoribank/Te Marua,Emerald Hill,566620
Upper Hutt ,Totara Park/Maoribank/Te Marua,Maoribank,566700
Upper Hutt ,Totara Park/Maoribank/Te Marua,Totara Park,566900
Upper Hutt ,Totara Park/Maoribank/Te Marua,Cloustonville,567901
Upper Hutt ,Trentham North/Wallaceville,Wallaceville,567300
Upper Hutt ,Trentham North/Wallaceville,Trentham North,567700
Upper Hutt ,Trentham West/Eldersley/Clouston Park,Clouston Park,566800
Upper Hutt ,Trentham West/Eldersley/Clouston Park,Ebdentown,567000
Upper Hutt ,Trentham West/Eldersley/Clouston Park,Upper Hutt Central,567100
Upper Hutt ,Trentham West/Eldersley/Clouston Park,Maidstone,567200
Upper Hutt ,Trentham West/Eldersley/Clouston Park,Elderslea,567400
Upper Hutt ,Trentham West/Eldersley/Clouston Park,Moonshine,567500
Upper Hutt ,Trentham West/Eldersley/Clouston Park,Brentwood,567600
Waikato ,Huntly,Huntly West,527401
Waikato ,Huntly,Huntly East,527402
Waikato ,Waikato,Rotowaro,526400
Waikato ,Waikato,Raglan,526500
Waikato ,Waikato,Waikato Western Hills,526601
Waikato ,Waikato,Te Uku,526602
Waikato ,Waikato,Te Akau,526702
Waikato ,Waikato,Te Kauwhata,526900
Waikato ,Waikato,Matangi,527004
Waikato ,Waikato,Whitikahu,527111
Waikato ,Waikato,Taupiri Community,527112
Waikato ,Waikato,Kainui,527123
Waikato ,Waikato,Waerenga,527210
Waikato ,Waikato,Maramarua,527221
Waikato ,Waikato,Meremere,527222
Waikato ,Waikato,Horotiu,527911
Waikato ,Waikato,Whatawhata,527913
Waikato ,Waikato,Ngaruawahia,528200
Waimakariri ,Rangiora/Kaiapoi,Rangiora North,586301
Waimakariri ,Rangiora/Kaiapoi,Rangiora West,586302
Waimakariri ,Rangiora/Kaiapoi,Rangiora East,586303
Waimakariri ,Rangiora/Kaiapoi,Kaiapoi North,586401
Waimakariri ,Rangiora/Kaiapoi,Kaiapoi South,586402
Waimakariri ,Rural Waimakariri,Sefton,585805
Waimakariri ,Rural Waimakariri,Okuku,585806
Waimakariri ,Rural Waimakariri,Loburn,585807
Waimakariri ,Rural Waimakariri,Ashley,585808
Waimakariri ,Rural Waimakariri,Camside,586001
Waimakariri ,Rural Waimakariri,Pines-Kairaki Beach,586002
Waimakariri ,Rural Waimakariri,Waikuku,586112
Waimakariri ,Rural Waimakariri,Cust,586114
Waimakariri ,Rural Waimakariri,Mairaki,586115
Waimakariri ,Rural Waimakariri,Fernside,586116
Waimakariri ,Rural Waimakariri,Tuahiwi,586117
Waimakariri ,Rural Waimakariri,Coldstream,586118
Waimakariri ,Rural Waimakariri,Woodend,586120
Waimakariri ,Rural Waimakariri,Southbrook,586304
Waimakariri ,Rural Waimakariri,Clarkville,586501
Waimakariri ,Rural Waimakariri,Kaiapoi West,586502
Waimakariri ,Rural Waimakariri,West Eyreton,586601
Waimakariri ,Rural Waimakariri,Eyreton,586602
Waimakariri ,Rural Waimakariri,Ashley Gorge,586801
Waimakariri ,Rural Waimakariri,Oxford,586802
Waipa ,Cambridge/Leamington,Cambridge North,527501
Waipa ,Cambridge/Leamington,Cambridge West,527502
Waipa ,Cambridge/Leamington,Cambridge Central,527503
Waipa ,Cambridge/Leamington,Leamington West,527504
Waipa ,Cambridge/Leamington,Leamington East,527505
Waipa ,Rural Waipa,Te Pahu,526603
Waipa ,Rural Waipa,Hautapu,527132
Waipa ,Rural Waipa,Ohaupo,527600
Waipa ,Rural Waipa,Kihikihi,527700
Waipa ,Rural Waipa,Temple View,527820
Waipa ,Rural Waipa,Ngahinapouri,527914
Waipa ,Rural Waipa,Lake Cameron,527915
Waipa ,Rural Waipa,Te Rore,527921
Waipa ,Rural Waipa,Pirongia,527922
Waipa ,Rural Waipa,Pokuru,527923
Waipa ,Rural Waipa,Lake Ngaroto,527924
Waipa ,Rural Waipa,Tokanui,527925
Waipa ,Rural Waipa,Pukerimu,527931
Waipa ,Rural Waipa,Kaipaki,527932
Waipa ,Rural Waipa,Rotoorangi,527934
Waipa ,Rural Waipa,Te Rahu,527935
Waipa ,Rural Waipa,Kihikihi Flat,527936
Waipa ,Rural Waipa,Allen Road,527937
Waipa ,Rural Waipa,Rotongata,528000
Waipa ,Rural Waipa,Karapiro,535241
Waipa ,Te Awamutu,Te Awamutu West,531001
Waipa ,Te Awamutu,Te Awamutu Central,531002
Waipa ,Te Awamutu,Te Awamutu East,531003
Waipa ,Te Awamutu,Te Awamutu South,531004
Wairoa ,Wairoa,Tuai,545201
Wairoa ,Wairoa,Frasertown,545202
Wairoa ,Wairoa,Ruakituri-Morere,545204
Wairoa ,Wairoa,Maungataniwha,545205
Wairoa ,Wairoa,Raupunga,545301
Wairoa ,Wairoa,Whakaki,545302
Wairoa ,Wairoa,Nuhaka,545303
Wairoa ,Wairoa,Mahia,545304
Wairoa ,Wairoa,Wairoa,545500
Waitakere ,Glen Eden,Tangutu,511001
Waitakere ,Glen Eden,Woodglen,511002
Waitakere ,Glen Eden,Parrs Park,512901
Waitakere ,Glendene,Glendene North,511601
Waitakere ,Glendene,Glendene South,511602
Waitakere ,Glendene,Sunnyvale,511800
Waitakere ,Henderson,Henderson North,510700
Waitakere ,Henderson,Henderson South,510800
Waitakere ,Henderson,Mcleod,512500
Waitakere ,Henderson,Sturges South,513010
Waitakere ,Henderson,Sturges North,513220
Waitakere ,Henderson,Kingdale,513301
Waitakere ,Henderson,Fairdene,513302
Waitakere ,Kelston,Glen Eden East,511100
Waitakere ,Kelston,Kelston Central,511700
Waitakere ,Massey/Royal Heights,Westgate,513511
Waitakere ,Massey/Royal Heights,Royal Road West,513512
Waitakere ,Massey/Royal Heights,Royal Heights,513530
Waitakere ,Massey/Royal Heights,Waimumu North,513631
Waitakere ,Massey/Royal Heights,Waimumu South,513632
Waitakere ,New Lynn,New Lynn North,511300
Waitakere ,New Lynn,Fruitvale,511401
Waitakere ,New Lynn,Rewarewa,511402
Waitakere ,Ranui,Ranui North,513210
Waitakere ,Te Atatu,Edmonton,512401
Waitakere ,Te Atatu,Wakeling,512402
Waitakere ,Te Atatu Peninsula,Matipo,512201
Waitakere ,Te Atatu Peninsula,Durham Green,512202
Waitakere ,Te Atatu Peninsula,Te Atatu Central,512300
Waitakere ,Titirangi,Kaurilands,511901
Waitakere ,Titirangi,Crum Park,511902
Waitakere ,Titirangi,Titirangi South,512000
Waitakere ,Titirangi,Green Bay,512100
Waitakere ,Titirangi,Konini,512600
Waitakere ,Titirangi,Waima,512700
Waitakere ,Titirangi,Laingholm,512801
Waitakere ,Titirangi,Armour Bay,512802
Waitakere ,Titirangi,Otimai,512902
Waitakere ,West Harbour,Whenuapai West,513410
Waitakere ,West Harbour,Herald,513420
Waitakere ,West Harbour,Hobsonville,513430
Waitakere ,West Harbour,West Harbour,513521
Waitakere ,West Harbour,Lucken Point,513522
Waitakere ,Western Beaches/Rural,Whangaruru Harbour,501813
Waitakere ,Western Beaches/Rural,Muriwai Beach,506651
Waitakere ,Western Beaches/Rural,Opanuku,513020
Waitakere ,Western Beaches/Rural,Swanson,513100
Waitakere ,Western Beaches/Rural,West Massey,513610
Waitakere ,Western Beaches/Rural,Birdwood,513620
Waitakere ,Western Beaches/Rural,Taupaki,513701
Waitakere ,Western Beaches/Rural,Waitakere,513702
Waitakere ,Western Beaches/Rural,Karekare,513800
Waitaki ,Waitaki,Weston,600600
Waitaki ,Waitaki,Pukeuri,600811
Waitaki ,Waitaki,Ardgowan,600812
Waitaki ,Waitaki,Cape Wanbrow,600813
Waitaki ,Waitaki,Duntroon,600822
Waitaki ,Waitaki,Kurow,600824
Waitaki ,Waitaki,Maheno,600826
Waitaki ,Waitaki,Omarama,600827
Waitaki ,Waitaki,Kakanui,600828
Waitaki ,Waitaki,Otematata,600830
Waitaki ,Waitaki,Aviemore,600831
Waitaki ,Waitaki,Hampden,600840
Waitaki ,Waitaki,Oamaru North,601010
Waitaki ,Waitaki,Orana Park,601020
Waitaki ,Waitaki,Oamaru Central,601030
Waitaki ,Waitaki,Oamaru South,601040
Waitaki ,Waitaki,Palmerston,601200
Waitaki ,Waitaki,Waihemo,601301
Waitaki ,Waitaki,Nenthorn,601700
Wanganui ,Wanganui,Otamatea,555200
Wanganui ,Wanganui,Blueskin,555300
Wanganui ,Wanganui,Maxwell,555400
Wanganui ,Wanganui,Castlecliff North,555700
Wanganui ,Wanganui,Castlecliff South,555800
Wanganui ,Wanganui,Mosston,555900
Wanganui ,Wanganui,Balgownie,556000
Wanganui ,Wanganui,Tawhero,556100
Wanganui ,Wanganui,Gonville South,556200
Wanganui ,Wanganui,Gonville East,556300
Wanganui ,Wanganui,Gonville West,556400
Wanganui ,Wanganui,Springvale West,556500
Wanganui ,Wanganui,Springvale East,556600
Wanganui ,Wanganui,Wanganui Collegiate,556700
Wanganui ,Wanganui,Laird Park,556800
Wanganui ,Wanganui,Wanganui Central,556900
Wanganui ,Wanganui,Spriggens Park,557000
Wanganui ,Wanganui,Cooks Gardens,557100
Wanganui ,Wanganui,St Johns Hill,557200
Wanganui ,Wanganui,Lower Aramoho,557300
Wanganui ,Wanganui,Upper Aramoho,557400
Wanganui ,Wanganui,Williams Domain,557500
Wanganui ,Wanganui,Wembley Park,557600
Wanganui ,Wanganui,Kowhai Park,557700
Wanganui ,Wanganui,Bastia Hill,557800
Wanganui ,Wanganui,Durie Hill,557900
Wanganui ,Wanganui,Putiki,558100
Wanganui ,Wanganui,Marybank-Gordon Park,558200
Wanganui ,Wanganui,Fordell-Kakatahi,558300
Wellington ,Brooklyn,Mitchelltown,575500
Wellington ,Brooklyn,Brooklyn,575600
Wellington ,Hataitai,Hataitai,576800
Wellington ,Hataitai,Kilbirnie West,576902
Wellington ,Island Bay/Melrose,Island Bay West,576001
Wellington ,Island Bay/Melrose,Island Bay East,576002
Wellington ,Island Bay/Melrose,Melrose,576100
Wellington ,Johnsonville/Newlands,Churton Park,573511
Wellington ,Johnsonville/Newlands,Churton,573512
Wellington ,Johnsonville/Newlands,Paparangi,573523
Wellington ,Johnsonville/Newlands,Newlands East,573524
Wellington ,Johnsonville/Newlands,Johnsonville North,573600
Wellington ,Johnsonville/Newlands,Johnsonville South,573700
Wellington ,Johnsonville/Newlands,Johnsonville East,573800
Wellington ,Johnsonville/Newlands,Newlands North,573900
Wellington ,Johnsonville/Newlands,Newlands South,574001
Wellington ,Johnsonville/Newlands,Ngauranga East,574002
Wellington ,Johnsonville/Newlands,Raroa,574100
Wellington ,Johnsonville/Newlands,Ngauranga West,574303
Wellington ,Karori,Johnston Hill,574800
Wellington ,Karori,Karori East,575000
Wellington ,Karori,Wright Hill,575100
Wellington ,Karori South/Makara,Karori Park,574900
Wellington ,Karori South/Makara,Makara-Ohariu,577700
Wellington ,Kelburn/Aro Valley,Aro Street-Nairn Street,573200
Wellington ,Kelburn/Aro Valley,Kelburn,575300
Wellington ,Kelburn/Aro Valley,Taitville,575400
Wellington ,Khandallah,Khandallah Park,574200
Wellington ,Khandallah,Te Kainga,574302
Wellington ,Khandallah,Rangoon Heights,574304
Wellington ,Kilbirnie/Lyall Bay,Kilbirnie East,576901
Wellington ,Kilbirnie/Lyall Bay,Lyall Bay,577000
Wellington ,Kingston/Happy Valley,Kingston,575800
Wellington ,Kingston/Happy Valley,Brooklyn South,575901
Wellington ,Kingston/Happy Valley,Happy Valley-Owhiro Bay,575902
Wellington ,Lambton,Lambton,573000
Wellington ,Miramar/Strathmore,Strathmore Park,577100
Wellington ,Miramar/Strathmore,Miramar South,577200
Wellington ,Miramar/Strathmore,Miramar North,577300
Wellington ,Miramar/Strathmore,Maupuia,577600
Wellington ,Mt Cook,Mt Cook-Wallace Street,573300
Wellington ,Mt Cook,Adelaide,576500
Wellington ,Mt Victoria/Roseneath,Mt Victoria West,573400
Wellington ,Mt Victoria/Roseneath,Roseneath,576700
Wellington ,Ngaio/Kaiwharawhara/Wilton,Awarua,574401
Wellington ,Ngaio/Kaiwharawhara/Wilton,Ngaio,574402
Wellington ,Ngaio/Kaiwharawhara/Wilton,Kaiwharawhara,574500
Wellington ,Ngaio/Kaiwharawhara/Wilton,Wilton-Otari,574700
Wellington ,Northland,Northland,575200
Wellington ,Oriental Bay/Seatoun,Oriental Bay,576600
Wellington ,Oriental Bay/Seatoun,Karaka Bay-Worser Bay,577400
Wellington ,Oriental Bay/Seatoun,Seatoun,577500
Wellington ,Tawa/Grenada North,Tawa South,572500
Wellington ,Tawa/Grenada North,Central Tawa,572600
Wellington ,Tawa/Grenada North,Linden,572701
Wellington ,Tawa/Grenada North,Greenacres,572702
Wellington ,Tawa/Grenada North,Grenada,573521
Wellington ,Tawa/Grenada North,Grenada North,573522
Wellington ,Te Aro,Willis Street-Cambridge Terrace,573100
Wellington ,Vogeltown/Berhampore/Newtown,Vogeltown,575700
Wellington ,Vogeltown/Berhampore/Newtown,Berhampore,576200
Wellington ,Vogeltown/Berhampore/Newtown,Newtown West,576300
Wellington ,Vogeltown/Berhampore/Newtown,Newtown East,576400
Wellington ,Wadestown/Thordon,Thorndon-Tinakori Road,572900
Wellington ,Wadestown/Thordon,Wadestown,574600
Western Bay of Plenty ,Kaimai/Te Puke,Maketu Community,535900
Western Bay of Plenty ,Kaimai/Te Puke,Kaimai,536630
Western Bay of Plenty ,Kaimai/Te Puke,Ohauiti-Ngapeke,536641
Western Bay of Plenty ,Kaimai/Te Puke,Upper Papamoa,536642
Western Bay of Plenty ,Kaimai/Te Puke,Paengaroa,536651
Western Bay of Plenty ,Kaimai/Te Puke,Rangiuru,536653
Western Bay of Plenty ,Kaimai/Te Puke,Pongakawa,536654
Western Bay of Plenty ,Kaimai/Te Puke,Te Puke West,538501
Western Bay of Plenty ,Kaimai/Te Puke,Te Puke East,538502
Western Bay of Plenty ,Waihi Beach/Omokoroa,Waihi Beach,534100
Western Bay of Plenty ,Waihi Beach/Omokoroa,Athenree,535700
Western Bay of Plenty ,Waihi Beach/Omokoroa,Katikati Community,535800
Western Bay of Plenty ,Waihi Beach/Omokoroa,Omokoroa Community,536000
Western Bay of Plenty ,Waihi Beach/Omokoroa,Island View-Pios Beach,536400
Western Bay of Plenty ,Waihi Beach/Omokoroa,Te Puna,536503
Western Bay of Plenty ,Waihi Beach/Omokoroa,Matakana Island,536611
Western Bay of Plenty ,Waihi Beach/Omokoroa,Tahawai,536614
Western Bay of Plenty ,Waihi Beach/Omokoroa,Aongatete,536615
Western Bay of Plenty ,Waihi Beach/Omokoroa,Minden,536620
Westland ,Westland,Kumara,585306
Westland ,Westland,Kaniere,585307
Westland ,Westland,Ross,585309
Westland ,Westland,Harihari,585311
Westland ,Westland,Franz Josef,585312
Westland ,Westland,Fox Glacier,585313
Westland ,Westland,Taramakau,585314
Westland ,Westland,Otira,585315
Westland ,Westland,Waimea-Arahura,585316
Westland ,Westland,Hokitika Rural,585317
Westland ,Westland,Hokitika Valley,585318
Westland ,Westland,Totara River,585319
Westland ,Westland,Waitaha,585320
Westland ,Westland,Whataroa,585321
Westland ,Westland,Waiho,585322
Westland ,Westland,Karangarua,585323
Westland ,Westland,Bruce Bay-Paringa,585324
Westland ,Westland,Haast,585325
Westland ,Westland,Hokitika Urban,585400
Whakatane ,Whakatane,Ohope,541900
Whakatane ,Whakatane,Whakatane North,542410
Whakatane ,Whakatane,Coastlands,542421
Whakatane ,Whakatane,Whakatane West,542422
Whakatane ,Whakatane,Trident,542430
Whakatane ,Whakatane,Allandale-Mokorua,542440
Whakatane ,Whakatane,Orini,542511
Whakatane ,Whakatane,Port Ohope,542513
Whakatane ,Whakatane,Maraetotara,542514
Whakatane ,Whakatane,Poroporo,542520
Whakatane ,Whakatane Rural,Matata,542000
Whakatane ,Whakatane Rural,Taneatua Community,542100
Whakatane ,Whakatane Rural,Edgecumbe Community,542200
Whakatane ,Whakatane Rural,Te Teko,542300
Whakatane ,Whakatane Rural,Otakiri,542530
Whakatane ,Whakatane Rural,Rotoma,542540
Whakatane ,Whakatane Rural,Matahina-Minginui,542550
Whakatane ,Whakatane Rural,Waimana,542561
Whakatane ,Whakatane Rural,Urewera,542562
Whakatane ,Whakatane Rural,Murupara,542700
Whangarei ,Kamo/Tikipunga/Kensington,Three Mile Bush,502002
Whangarei ,Kamo/Tikipunga/Kensington,Kamo West,502101
Whangarei ,Kamo/Tikipunga/Kensington,Kamo East,502102
Whangarei ,Kamo/Tikipunga/Kensington,Tikipunga West,502201
Whangarei ,Kamo/Tikipunga/Kensington,Tikipunga East,502202
Whangarei ,Kamo/Tikipunga/Kensington,Whau Valley,502300
Whangarei ,Kamo/Tikipunga/Kensington,Western Hills,502500
Whangarei ,Kamo/Tikipunga/Kensington,Kensington,502600
Whangarei ,Morningside/Raumanga/Maunu,Otaika-Portland,502005
Whangarei ,Morningside/Raumanga/Maunu,Horahora,503300
Whangarei ,Morningside/Raumanga/Maunu,Maunu,503400
Whangarei ,Morningside/Raumanga/Maunu,Raumanga East,503500
Whangarei ,Morningside/Raumanga/Maunu,Morningside,503600
Whangarei ,Morningside/Raumanga/Maunu,Raumanga West,503800
Whangarei ,Morningside/Raumanga/Maunu,Port-Limeburners,503900
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Bream Head,501805
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Marsden Point-Ruakaka,501806
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Ngunguru,501807
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Waipu,501812
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Abbey Caves,502004
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Parahaki,503700
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Sherwood Rise,504000
Whangarei ,Ngunguru/Onerahi/Whangarei Heads/Waipu,Onerahi,504100
Whangarei ,North West Rural,Opouteke-Tanekaha,501802
Whangarei ,North West Rural,Wharekohe-Oakleigh,501809
Whangarei ,North West Rural,Maungatapere,501810
Whangarei ,North West Rural,Waiotira-Springfield,501811
Whangarei ,North West Rural,Punaruku-Kiripaka,501814
Whangarei ,North West Rural,Springs Flat,502001
Whangarei ,North West Rural,Te Hihi,502003
Whangarei ,North West Rural,Hikurangi,504300
Whangarei ,Whangarei Central/Otangarei,Otangarei,502400
Whangarei ,Whangarei Central/Otangarei,Mairtown,502700
Whangarei ,Whangarei Central/Otangarei,Regent,502800
Whangarei ,Whangarei Central/Otangarei,Woodhill,502900
Whangarei ,Whangarei Central/Otangarei,Vinetown,503000
Whangarei ,Whangarei Central/Otangarei,Whangarei Central,503100
Whangarei ,Whangarei Central/Otangarei,Riverside,503200
