orig_name,dest_name,card_fare
Kelburn/Aro Valley,Kilbirnie/Lyall Bay,3.91
Kelburn/Aro Valley,Kingston/Happy Valley,2.74
Kelburn/Aro Valley,Lambton,2.74
Kelburn/Aro Valley,Masterton,
Kelburn/Aro Valley,Miramar/Strathmore,3.91
Kelburn/Aro Valley,Moera/Waiwhetu,7.04
Kelburn/Aro Valley,Mt Cook,3.91
Kelburn/Aro Valley,Mt Victoria/Roseneath,6.26
Kelburn/Aro Valley,Ngaio/Kaiwharawhara/Wilton,2.74
Kelburn/Aro Valley,Northland,1.56
Kelburn/Aro Valley,Oriental Bay/Seatoun,3.91
Kelburn/Aro Valley,Papakowhai/Whitby/Pauatahanui,10.56
Kelburn/Aro Valley,Paramata/Mana/Pukerua Bay,9.0
Kelburn/Aro Valley,Paraparaumu/Raumati,13.3
Kelburn/Aro Valley,Petone West/Alicetown,7.04
Kelburn/Aro Valley,Petone/Esplanade,4.3
Kelburn/Aro Valley,Porirua East/Waitangirua,9.39
Kelburn/Aro Valley,Stokes Valley,10.56
Kelburn/Aro Valley,Taita/Naenae,7.82
Kelburn/Aro Valley,Tawa/Grenada North,10.56
Kelburn/Aro Valley,Te Aro,2.74
Kelburn/Aro Valley,Titahi Bay/Onepoto/Elsdon,10.56
Kelburn/Aro Valley,Totara Park/Maoribank/Te Marua,11.34
Kelburn/Aro Valley,Trentham North/Wallaceville,9.78
Kelburn/Aro Valley,Trentham West/Eldersley/Clouston Park,9.78
Kelburn/Aro Valley,Vogeltown/Berhampore/Newtown,3.91
Kelburn/Aro Valley,Wadestown/Thordon,2.74
Kelburn/Aro Valley,Waikanae/Otaki,
Kelburn/Aro Valley,Wainuiomata,9.78
Kelburn/Aro Valley,Western Hills/Haywards,7.04
Khandallah,Brooklyn,6.65
Khandallah,Carterton/South Wairarapa,
Khandallah,Eastern Bays,4.3
Khandallah,Epuni/Avalon,10.56
Khandallah,Hataitai,6.65
Khandallah,Heretaunga/Silverstream,10.17
Khandallah,Hutt Central/Waterloo,8.22
Khandallah,Island Bay/Melrose,7.82
Khandallah,Johnsonville/Newlands,3.13
Khandallah,Karori,7.82
Khandallah,Karori South/Makara,2.74
Khandallah,Kelburn/Aro Valley,3.91
Khandallah,Kilbirnie/Lyall Bay,7.82
Khandallah,Kingston/Happy Valley,6.65
Khandallah,Lambton,3.91
Khandallah,Masterton,
Khandallah,Miramar/Strathmore,3.91
Khandallah,Moera/Waiwhetu,8.22
Khandallah,Mt Cook,6.65
Khandallah,Mt Victoria/Roseneath,3.91
Khandallah,Ngaio/Kaiwharawhara/Wilton,1.56
Khandallah,Northland,6.65
Khandallah,Oriental Bay/Seatoun,7.82
Khandallah,Papakowhai/Whitby/Pauatahanui,8.22
Khandallah,Paramata/Mana/Pukerua Bay,10.17
Khandallah,Paraparaumu/Raumati,12.13
Khandallah,Petone West/Alicetown,8.22
Khandallah,Petone/Esplanade,2.74
Khandallah,Porirua East/Waitangirua,7.04
Khandallah,Stokes Valley,11.74
Khandallah,Taita/Naenae,9.0
Khandallah,Tawa/Grenada North,4.3
Khandallah,Te Aro,3.91
Khandallah,Titahi Bay/Onepoto/Elsdon,5.87
Khandallah,Totara Park/Maoribank/Te Marua,12.52
Khandallah,Trentham North/Wallaceville,10.95
Khandallah,Trentham West/Eldersley/Clouston Park,10.95
Khandallah,Vogeltown/Berhampore/Newtown,6.65
Khandallah,Wadestown/Thordon,3.91
Khandallah,Waikanae/Otaki,
Khandallah,Wainuiomata,10.95
Khandallah,Western Hills/Haywards,8.22
Kilbirnie/Lyall Bay,Brooklyn,2.74
Kilbirnie/Lyall Bay,Carterton/South Wairarapa,
Kilbirnie/Lyall Bay,Eastern Bays,10.17
Kilbirnie/Lyall Bay,Epuni/Avalon,10.56
Kilbirnie/Lyall Bay,Hataitai,2.74
Kilbirnie/Lyall Bay,Heretaunga/Silverstream,14.08
Kilbirnie/Lyall Bay,Hutt Central/Waterloo,8.22
Kilbirnie/Lyall Bay,Island Bay/Melrose,5.48
Kilbirnie/Lyall Bay,Johnsonville/Newlands,7.82
Kilbirnie/Lyall Bay,Karori,3.91
Kilbirnie/Lyall Bay,Karori South/Makara,6.65
Kilbirnie/Lyall Bay,Kelburn/Aro Valley,3.91
Kilbirnie/Lyall Bay,Khandallah,6.65
Kilbirnie/Lyall Bay,Kingston/Happy Valley,4.3
Kilbirnie/Lyall Bay,Lambton,3.91
Kilbirnie/Lyall Bay,Masterton,
Kilbirnie/Lyall Bay,Miramar/Strathmore,1.56
Kilbirnie/Lyall Bay,Moera/Waiwhetu,8.22
Kilbirnie/Lyall Bay,Mt Cook,2.74
Kilbirnie/Lyall Bay,Mt Victoria/Roseneath,2.74
Kilbirnie/Lyall Bay,Ngaio/Kaiwharawhara/Wilton,9.39
Kilbirnie/Lyall Bay,Northland,3.91
Kilbirnie/Lyall Bay,Oriental Bay/Seatoun,1.56
Kilbirnie/Lyall Bay,Papakowhai/Whitby/Pauatahanui,11.74
Kilbirnie/Lyall Bay,Paramata/Mana/Pukerua Bay,10.17
Kilbirnie/Lyall Bay,Paraparaumu/Raumati,14.47
Kilbirnie/Lyall Bay,Petone West/Alicetown,7.82
Kilbirnie/Lyall Bay,Petone/Esplanade,7.82
Kilbirnie/Lyall Bay,Porirua East/Waitangirua,10.56
Kilbirnie/Lyall Bay,Stokes Valley,11.74
Kilbirnie/Lyall Bay,Taita/Naenae,9.0
Kilbirnie/Lyall Bay,Tawa/Grenada North,8.22
Kilbirnie/Lyall Bay,Te Aro,3.91
Kilbirnie/Lyall Bay,Titahi Bay/Onepoto/Elsdon,11.74
Kilbirnie/Lyall Bay,Totara Park/Maoribank/Te Marua,12.52
Kilbirnie/Lyall Bay,Trentham North/Wallaceville,12.52
Kilbirnie/Lyall Bay,Trentham West/Eldersley/Clouston Park,10.95
Kilbirnie/Lyall Bay,Vogeltown/Berhampore/Newtown,2.74
Kilbirnie/Lyall Bay,Wadestown/Thordon,5.48
Kilbirnie/Lyall Bay,Waikanae/Otaki,
Kilbirnie/Lyall Bay,Wainuiomata,10.95
Kilbirnie/Lyall Bay,Western Hills/Haywards,8.22
Kingston/Happy Valley,Brooklyn,1.56
Kingston/Happy Valley,Carterton/South Wairarapa,
Kingston/Happy Valley,Eastern Bays,9.0
Kingston/Happy Valley,Epuni/Avalon,9.39
Kingston/Happy Valley,Hataitai,8.22
Kingston/Happy Valley,Heretaunga/Silverstream,12.91
Kingston/Happy Valley,Hutt Central/Waterloo,7.04
Kingston/Happy Valley,Island Bay/Melrose,1.56
Kingston/Happy Valley,Johnsonville/Newlands,6.65
Kingston/Happy Valley,Karori,6.65
Kingston/Happy Valley,Karori South/Makara,5.48
Kingston/Happy Valley,Kelburn/Aro Valley,5.48
Kingston/Happy Valley,Khandallah,5.48
Kingston/Happy Valley,Kilbirnie/Lyall Bay,3.13
Kingston/Happy Valley,Lambton,2.74
Kingston/Happy Valley,Masterton,
Kingston/Happy Valley,Miramar/Strathmore,4.3
Kingston/Happy Valley,Moera/Waiwhetu,7.04
Kingston/Happy Valley,Mt Cook,1.56
Kingston/Happy Valley,Mt Victoria/Roseneath,2.74
Kingston/Happy Valley,Ngaio/Kaiwharawhara/Wilton,6.65
Kingston/Happy Valley,Northland,3.91
Kingston/Happy Valley,Oriental Bay/Seatoun,4.3
Kingston/Happy Valley,Papakowhai/Whitby/Pauatahanui,10.56
Kingston/Happy Valley,Paramata/Mana/Pukerua Bay,9.0
Kingston/Happy Valley,Paraparaumu/Raumati,13.3
Kingston/Happy Valley,Petone West/Alicetown,7.04
Kingston/Happy Valley,Petone/Esplanade,7.04
Kingston/Happy Valley,Porirua East/Waitangirua,9.39
Kingston/Happy Valley,Stokes Valley,10.95
Kingston/Happy Valley,Taita/Naenae,7.82
Kingston/Happy Valley,Tawa/Grenada North,7.04
Kingston/Happy Valley,Te Aro,2.74
Kingston/Happy Valley,Titahi Bay/Onepoto/Elsdon,10.56
Kingston/Happy Valley,Totara Park/Maoribank/Te Marua,11.34
Kingston/Happy Valley,Trentham North/Wallaceville,11.34
Kingston/Happy Valley,Trentham West/Eldersley/Clouston Park,9.78
Kingston/Happy Valley,Vogeltown/Berhampore/Newtown,1.56
Kingston/Happy Valley,Wadestown/Thordon,2.74
Kingston/Happy Valley,Waikanae/Otaki,
Kingston/Happy Valley,Wainuiomata,9.78
Kingston/Happy Valley,Western Hills/Haywards,7.04
Lambton,Brooklyn,2.74
Lambton,Carterton/South Wairarapa,
Lambton,Eastern Bays,6.26
Lambton,Epuni/Avalon,9.78
Lambton,Hataitai,2.74
Lambton,Heretaunga/Silverstream,6.26
Lambton,Hutt Central/Waterloo,4.3
Lambton,Island Bay/Melrose,3.91
Lambton,Johnsonville/Newlands,3.91
Lambton,Karori,3.91
Lambton,Karori South/Makara,2.74
Lambton,Kelburn/Aro Valley,2.74
Lambton,Khandallah,3.91
Lambton,Kilbirnie/Lyall Bay,3.91
Lambton,Kingston/Happy Valley,2.74
Lambton,Masterton,
Lambton,Miramar/Strathmore,3.91
Lambton,Moera/Waiwhetu,4.3
Lambton,Mt Cook,2.74
Lambton,Mt Victoria/Roseneath,1.56
Lambton,Ngaio/Kaiwharawhara/Wilton,3.91
Lambton,Northland,2.74
Lambton,Oriental Bay/Seatoun,3.91
Lambton,Papakowhai/Whitby/Pauatahanui,7.82
Lambton,Paramata/Mana/Pukerua Bay,6.26
Lambton,Paraparaumu/Raumati,10.56
Lambton,Petone West/Alicetown,7.04
Lambton,Petone/Esplanade,8.61
Lambton,Porirua East/Waitangirua,6.65
Lambton,Stokes Valley,7.82
Lambton,Taita/Naenae,5.09
Lambton,Tawa/Grenada North,7.82
Lambton,Te Aro,1.56
Lambton,Titahi Bay/Onepoto/Elsdon,7.82
Lambton,Totara Park/Maoribank/Te Marua,11.34
Lambton,Trentham North/Wallaceville,11.34
Lambton,Trentham West/Eldersley/Clouston Park,11.34
Lambton,Vogeltown/Berhampore/Newtown,2.74
Lambton,Wadestown/Thordon,1.56
Lambton,Waikanae/Otaki,
Lambton,Wainuiomata,7.04
Lambton,Western Hills/Haywards,4.3
Masterton,Brooklyn,
Masterton,Carterton/South Wairarapa,
Masterton,Eastern Bays,
Masterton,Epuni/Avalon,
Masterton,Hataitai,
Masterton,Heretaunga/Silverstream,
Masterton,Hutt Central/Waterloo,
Masterton,Island Bay/Melrose,
Masterton,Johnsonville/Newlands,
Masterton,Karori,
Masterton,Karori South/Makara,
Masterton,Kelburn/Aro Valley,
Masterton,Khandallah,
Masterton,Kilbirnie/Lyall Bay,
Masterton,Kingston/Happy Valley,
Masterton,Lambton,
Masterton,Miramar/Strathmore,
Masterton,Moera/Waiwhetu,
Masterton,Mt Cook,
Masterton,Mt Victoria/Roseneath,
Masterton,Ngaio/Kaiwharawhara/Wilton,
Masterton,Northland,
Masterton,Oriental Bay/Seatoun,
Masterton,Papakowhai/Whitby/Pauatahanui,
Masterton,Paramata/Mana/Pukerua Bay,
Masterton,Paraparaumu/Raumati,
Masterton,Petone West/Alicetown,
Masterton,Petone/Esplanade,
Masterton,Porirua East/Waitangirua,
Masterton,Stokes Valley,
Masterton,Taita/Naenae,
Masterton,Tawa/Grenada North,
Masterton,Te Aro,
Masterton,Titahi Bay/Onepoto/Elsdon,
Masterton,Totara Park/Maoribank/Te Marua,
Masterton,Trentham North/Wallaceville,
Masterton,Trentham West/Eldersley/Clouston Park,
Masterton,Vogeltown/Berhampore/Newtown,
Masterton,Wadestown/Thordon,
Masterton,Waikanae/Otaki,
Masterton,Wainuiomata,
Masterton,Western Hills/Haywards,
Miramar/Strathmore,Brooklyn,2.74
Miramar/Strathmore,Carterton/South Wairarapa,
Miramar/Strathmore,Eastern Bays,10.17
Miramar/Strathmore,Epuni/Avalon,10.56
Miramar/Strathmore,Hataitai,4.3
Miramar/Strathmore,Heretaunga/Silverstream,14.08
Miramar/Strathmore,Hutt Central/Waterloo,8.22
Miramar/Strathmore,Island Bay/Melrose,5.48
Miramar/Strathmore,Johnsonville/Newlands,7.82
Miramar/Strathmore,Karori,3.91
Miramar/Strathmore,Karori South/Makara,6.65
Miramar/Strathmore,Kelburn/Aro Valley,3.91
Miramar/Strathmore,Khandallah,6.65
Miramar/Strathmore,Kilbirnie/Lyall Bay,1.56
Miramar/Strathmore,Kingston/Happy Valley,6.65
Miramar/Strathmore,Lambton,3.91
Miramar/Strathmore,Masterton,
Miramar/Strathmore,Moera/Waiwhetu,8.22
Miramar/Strathmore,Mt Cook,2.74
Miramar/Strathmore,Mt Victoria/Roseneath,3.91
Miramar/Strathmore,Ngaio/Kaiwharawhara/Wilton,7.82
Miramar/Strathmore,Northland,3.91
Miramar/Strathmore,Oriental Bay/Seatoun,1.56
Miramar/Strathmore,Papakowhai/Whitby/Pauatahanui,11.74
Miramar/Strathmore,Paramata/Mana/Pukerua Bay,10.17
Miramar/Strathmore,Paraparaumu/Raumati,14.47
Miramar/Strathmore,Petone West/Alicetown,8.22
Miramar/Strathmore,Petone/Esplanade,8.22
Miramar/Strathmore,Porirua East/Waitangirua,10.56
Miramar/Strathmore,Stokes Valley,12.13
Miramar/Strathmore,Taita/Naenae,9.0
Miramar/Strathmore,Tawa/Grenada North,8.22
Miramar/Strathmore,Te Aro,3.91
Miramar/Strathmore,Titahi Bay/Onepoto/Elsdon,11.74
Miramar/Strathmore,Totara Park/Maoribank/Te Marua,12.52
Miramar/Strathmore,Trentham North/Wallaceville,12.52
Miramar/Strathmore,Trentham West/Eldersley/Clouston Park,10.95
Miramar/Strathmore,Vogeltown/Berhampore/Newtown,2.74
Miramar/Strathmore,Wadestown/Thordon,5.48
Miramar/Strathmore,Waikanae/Otaki,
Miramar/Strathmore,Wainuiomata,10.95
Miramar/Strathmore,Western Hills/Haywards,8.22
Moera/Waiwhetu,Brooklyn,5.87
Moera/Waiwhetu,Carterton/South Wairarapa,
Moera/Waiwhetu,Eastern Bays,5.48
Moera/Waiwhetu,Epuni/Avalon,2.74
Moera/Waiwhetu,Hataitai,7.04
Moera/Waiwhetu,Heretaunga/Silverstream,3.91
Moera/Waiwhetu,Hutt Central/Waterloo,1.56
Moera/Waiwhetu,Island Bay/Melrose,8.22
Moera/Waiwhetu,Johnsonville/Newlands,8.22
Moera/Waiwhetu,Karori,8.22
Moera/Waiwhetu,Karori South/Makara,7.04
Moera/Waiwhetu,Kelburn/Aro Valley,7.04
Moera/Waiwhetu,Khandallah,8.22
Moera/Waiwhetu,Kilbirnie/Lyall Bay,8.22
Moera/Waiwhetu,Kingston/Happy Valley,7.04
Moera/Waiwhetu,Lambton,5.87
Moera/Waiwhetu,Masterton,
Moera/Waiwhetu,Miramar/Strathmore,8.22
Moera/Waiwhetu,Mt Cook,7.04
Moera/Waiwhetu,Mt Victoria/Roseneath,5.87
Moera/Waiwhetu,Ngaio/Kaiwharawhara/Wilton,8.22
Moera/Waiwhetu,Northland,7.04
Moera/Waiwhetu,Oriental Bay/Seatoun,8.22
Moera/Waiwhetu,Papakowhai/Whitby/Pauatahanui,9.0
Moera/Waiwhetu,Paramata/Mana/Pukerua Bay,10.56
Moera/Waiwhetu,Paraparaumu/Raumati,14.87
Moera/Waiwhetu,Petone West/Alicetown,1.56
Moera/Waiwhetu,Petone/Esplanade,1.56
Moera/Waiwhetu,Porirua East/Waitangirua,10.95
Moera/Waiwhetu,Stokes Valley,3.91
Moera/Waiwhetu,Taita/Naenae,2.74
Moera/Waiwhetu,Tawa/Grenada North,8.61
Moera/Waiwhetu,Te Aro,5.87
Moera/Waiwhetu,Titahi Bay/Onepoto/Elsdon,10.56
Moera/Waiwhetu,Totara Park/Maoribank/Te Marua,6.65
Moera/Waiwhetu,Trentham North/Wallaceville,4.3
Moera/Waiwhetu,Trentham West/Eldersley/Clouston Park,4.3
Moera/Waiwhetu,Vogeltown/Berhampore/Newtown,7.04
Moera/Waiwhetu,Wadestown/Thordon,4.3
Moera/Waiwhetu,Waikanae/Otaki,
Moera/Waiwhetu,Wainuiomata,2.74
Moera/Waiwhetu,Western Hills/Haywards,3.13
Mt Cook,Brooklyn,1.56
Mt Cook,Carterton/South Wairarapa,
Mt Cook,Eastern Bays,11.34
Mt Cook,Epuni/Avalon,9.39
Mt Cook,Hataitai,5.48
Mt Cook,Heretaunga/Silverstream,9.0
Mt Cook,Hutt Central/Waterloo,7.04
Mt Cook,Island Bay/Melrose,2.74
Mt Cook,Johnsonville/Newlands,6.65
Mt Cook,Karori,3.91
Mt Cook,Karori South/Makara,7.04
Mt Cook,Kelburn/Aro Valley,3.91
Mt Cook,Khandallah,6.65
Mt Cook,Kilbirnie/Lyall Bay,2.74
Mt Cook,Kingston/Happy Valley,1.56
Mt Cook,Lambton,2.74
Mt Cook,Masterton,
Mt Cook,Miramar/Strathmore,2.74
Mt Cook,Moera/Waiwhetu,7.04
Mt Cook,Mt Victoria/Roseneath,2.74
Mt Cook,Ngaio/Kaiwharawhara/Wilton,6.65
Mt Cook,Northland,5.48
Mt Cook,Oriental Bay/Seatoun,2.74
Mt Cook,Papakowhai/Whitby/Pauatahanui,10.56
Mt Cook,Paramata/Mana/Pukerua Bay,9.0
Mt Cook,Paraparaumu/Raumati,13.3
Mt Cook,Petone West/Alicetown,7.04
Mt Cook,Petone/Esplanade,7.04
Mt Cook,Porirua East/Waitangirua,9.39
Mt Cook,Stokes Valley,10.56
Mt Cook,Taita/Naenae,7.82
Mt Cook,Tawa/Grenada North,7.04
Mt Cook,Te Aro,2.74
Mt Cook,Titahi Bay/Onepoto/Elsdon,10.56
Mt Cook,Totara Park/Maoribank/Te Marua,11.34
Mt Cook,Trentham North/Wallaceville,9.78
Mt Cook,Trentham West/Eldersley/Clouston Park,9.78
Mt Cook,Vogeltown/Berhampore/Newtown,1.56
Mt Cook,Wadestown/Thordon,2.74
Mt Cook,Waikanae/Otaki,
Mt Cook,Wainuiomata,9.78
Mt Cook,Western Hills/Haywards,7.04
Mt Victoria/Roseneath,Brooklyn,2.74
Mt Victoria/Roseneath,Carterton/South Wairarapa,
Mt Victoria/Roseneath,Eastern Bays,6.26
Mt Victoria/Roseneath,Epuni/Avalon,8.22
Mt Victoria/Roseneath,Hataitai,2.74
Mt Victoria/Roseneath,Heretaunga/Silverstream,7.82
Mt Victoria/Roseneath,Hutt Central/Waterloo,5.87
Mt Victoria/Roseneath,Island Bay/Melrose,3.91
Mt Victoria/Roseneath,Johnsonville/Newlands,3.91
Mt Victoria/Roseneath,Karori,3.91
Mt Victoria/Roseneath,Karori South/Makara,2.74
Mt Victoria/Roseneath,Kelburn/Aro Valley,1.56
Mt Victoria/Roseneath,Khandallah,5.48
Mt Victoria/Roseneath,Kilbirnie/Lyall Bay,3.91
Mt Victoria/Roseneath,Kingston/Happy Valley,2.74
Mt Victoria/Roseneath,Lambton,1.56
Mt Victoria/Roseneath,Masterton,
Mt Victoria/Roseneath,Miramar/Strathmore,3.91
Mt Victoria/Roseneath,Moera/Waiwhetu,5.87
Mt Victoria/Roseneath,Mt Cook,2.74
Mt Victoria/Roseneath,Ngaio/Kaiwharawhara/Wilton,5.48
Mt Victoria/Roseneath,Northland,2.74
Mt Victoria/Roseneath,Oriental Bay/Seatoun,3.91
Mt Victoria/Roseneath,Papakowhai/Whitby/Pauatahanui,9.39
Mt Victoria/Roseneath,Paramata/Mana/Pukerua Bay,7.82
Mt Victoria/Roseneath,Paraparaumu/Raumati,12.13
Mt Victoria/Roseneath,Petone West/Alicetown,5.87
Mt Victoria/Roseneath,Petone/Esplanade,
Mt Victoria/Roseneath,Porirua East/Waitangirua,8.22
Mt Victoria/Roseneath,Stokes Valley,9.39
Mt Victoria/Roseneath,Taita/Naenae,
Mt Victoria/Roseneath,Tawa/Grenada North,5.87
Mt Victoria/Roseneath,Te Aro,1.56
Mt Victoria/Roseneath,Titahi Bay/Onepoto/Elsdon,9.39
Mt Victoria/Roseneath,Totara Park/Maoribank/Te Marua,10.17
Mt Victoria/Roseneath,Trentham North/Wallaceville,8.61
Mt Victoria/Roseneath,Trentham West/Eldersley/Clouston Park,8.61
Mt Victoria/Roseneath,Vogeltown/Berhampore/Newtown,2.74
Mt Victoria/Roseneath,Wadestown/Thordon,1.56
Mt Victoria/Roseneath,Waikanae/Otaki,
Mt Victoria/Roseneath,Wainuiomata,8.61
Mt Victoria/Roseneath,Western Hills/Haywards,5.87
Ngaio/Kaiwharawhara/Wilton,Brooklyn,6.65
Ngaio/Kaiwharawhara/Wilton,Carterton/South Wairarapa,
Ngaio/Kaiwharawhara/Wilton,Eastern Bays,12.52
Ngaio/Kaiwharawhara/Wilton,Epuni/Avalon,10.56
Ngaio/Kaiwharawhara/Wilton,Hataitai,9.39
Ngaio/Kaiwharawhara/Wilton,Heretaunga/Silverstream,10.17
Ngaio/Kaiwharawhara/Wilton,Hutt Central/Waterloo,8.22
Ngaio/Kaiwharawhara/Wilton,Island Bay/Melrose,7.82
Ngaio/Kaiwharawhara/Wilton,Johnsonville/Newlands,3.13
Ngaio/Kaiwharawhara/Wilton,Karori,7.82
Ngaio/Kaiwharawhara/Wilton,Karori South/Makara,1.56
Ngaio/Kaiwharawhara/Wilton,Kelburn/Aro Valley,3.91
Ngaio/Kaiwharawhara/Wilton,Khandallah,1.56
Ngaio/Kaiwharawhara/Wilton,Kilbirnie/Lyall Bay,9.39
Ngaio/Kaiwharawhara/Wilton,Kingston/Happy Valley,6.65
Ngaio/Kaiwharawhara/Wilton,Lambton,3.91
Ngaio/Kaiwharawhara/Wilton,Masterton,
Ngaio/Kaiwharawhara/Wilton,Miramar/Strathmore,7.82
Ngaio/Kaiwharawhara/Wilton,Moera/Waiwhetu,8.22
Ngaio/Kaiwharawhara/Wilton,Mt Cook,5.48
Ngaio/Kaiwharawhara/Wilton,Mt Victoria/Roseneath,8.61
Ngaio/Kaiwharawhara/Wilton,Northland,3.13
Ngaio/Kaiwharawhara/Wilton,Oriental Bay/Seatoun,7.82
Ngaio/Kaiwharawhara/Wilton,Papakowhai/Whitby/Pauatahanui,11.74
Ngaio/Kaiwharawhara/Wilton,Paramata/Mana/Pukerua Bay,10.17
Ngaio/Kaiwharawhara/Wilton,Paraparaumu/Raumati,14.47
Ngaio/Kaiwharawhara/Wilton,Petone West/Alicetown,8.22
Ngaio/Kaiwharawhara/Wilton,Petone/Esplanade,6.65
Ngaio/Kaiwharawhara/Wilton,Porirua East/Waitangirua,10.56
Ngaio/Kaiwharawhara/Wilton,Stokes Valley,11.74
Ngaio/Kaiwharawhara/Wilton,Taita/Naenae,9.0
Ngaio/Kaiwharawhara/Wilton,Tawa/Grenada North,11.74
Ngaio/Kaiwharawhara/Wilton,Te Aro,5.48
Ngaio/Kaiwharawhara/Wilton,Titahi Bay/Onepoto/Elsdon,5.87
Ngaio/Kaiwharawhara/Wilton,Totara Park/Maoribank/Te Marua,12.52
Ngaio/Kaiwharawhara/Wilton,Trentham North/Wallaceville,10.95
Ngaio/Kaiwharawhara/Wilton,Trentham West/Eldersley/Clouston Park,10.95
Ngaio/Kaiwharawhara/Wilton,Vogeltown/Berhampore/Newtown,6.65
Ngaio/Kaiwharawhara/Wilton,Wadestown/Thordon,3.91
Ngaio/Kaiwharawhara/Wilton,Waikanae/Otaki,
Ngaio/Kaiwharawhara/Wilton,Wainuiomata,10.95
Ngaio/Kaiwharawhara/Wilton,Western Hills/Haywards,8.22
Northland,Brooklyn,5.48
Northland,Carterton/South Wairarapa,
Northland,Eastern Bays,9.0
Northland,Epuni/Avalon,9.39
Northland,Hataitai,8.22
Northland,Heretaunga/Silverstream,9.0
Northland,Hutt Central/Waterloo,7.04
Northland,Island Bay/Melrose,6.65
Northland,Johnsonville/Newlands,4.3
Northland,Karori,1.56
Northland,Karori South/Makara,1.56
Northland,Kelburn/Aro Valley,1.56
Northland,Khandallah,2.74
Northland,Kilbirnie/Lyall Bay,3.91
Northland,Kingston/Happy Valley,3.91
Northland,Lambton,2.74
Northland,Masterton,
Northland,Miramar/Strathmore,6.65
Northland,Moera/Waiwhetu,7.04
Northland,Mt Cook,3.91
Northland,Mt Victoria/Roseneath,2.74
Northland,Ngaio/Kaiwharawhara/Wilton,2.74
Northland,Oriental Bay/Seatoun,6.65
Northland,Papakowhai/Whitby/Pauatahanui,10.56
Northland,Paramata/Mana/Pukerua Bay,9.0
Northland,Paraparaumu/Raumati,13.3
Northland,Petone West/Alicetown,7.04
Northland,Petone/Esplanade,7.04
Northland,Porirua East/Waitangirua,9.39
Northland,Stokes Valley,10.56
Northland,Taita/Naenae,7.82
Northland,Tawa/Grenada North,10.56
Northland,Te Aro,2.74
Northland,Titahi Bay/Onepoto/Elsdon,10.56
Northland,Totara Park/Maoribank/Te Marua,11.34
